"Interferer Name","Interferer ID"
10 Aug 2024 05:42:18.000,0,5,"Satellite/LEOSAT6/Transmitter/LEO_Transmitter",15.000,1.1453,14.194,1.281,63.152,1366.131535,0.000,0.000,15.000,-164.487,0.0000,1.000000,178.6795,0.9996,-118.494555,11.7522,0.000,0.0000,178.6795,0.0000,0.0000
10 Aug 2024 05:43:18.000,0,2,"Satellite/LEOSAT3/Transmitter/LEO_Transmitter",15.000,0.4491,13.498,294.282,67.335,2014.790876,0.000,0.000,15.000,-168.557,0.0000,1.000000,182.0542,0.9998,-122.589012,15.8223,0.000,0.0000,182.0542,0.0000,0.0000
10 Aug 2024 05:43:18.000,0,5,"Satellite/LEOSAT6/Transmitter/LEO_Transmitter",15.000,2.4527,15.501,0.419,55.988,987.050061,0.000,0.000,15.000,-160.357,0.0000,1.000000,175.8564,0.9996,-114.367280,7.6217,0.000,0.0000,175.8564,0.0000,0.0000
10 Aug 2024 05:44:18.000,0,2,"Satellite/LEOSAT3/Transmitter/LEO_Transmitter",15.000,0.5316,13.580,282.665,66.825,1866.645323,0.000,0.000,15.000,-167.811,0.0000,1.000000,181.3908,0.9999,-121.851856,15.0761,0.000,0.0000,181.3908,0.0000,0.0000
10 Aug 2024 05:44:18.000,0,5,"Satellite/LEOSAT6/Transmitter/LEO_Transmitter",15.000,5.1291,18.178,357.885,38.956,659.605370,0.000,0.000,15.000,-154.179,0.0000,1.000000,172.3553,0.9997,-108.199857,1.4437,0.000,0.0000,172.3553,0.0000,0.0000
10 Aug 2024 05:45:18.000,0,2,"Satellite/LEOSAT3/Transmitter/LEO_Transmitter",15.000,0.5772,13.626,269.504,66.545,1802.816556,0.000,0.000,15.000,-167.463,0.0000,1.000000,181.0886,1.0000,-121.514363,14.7280,0.000,0.0000,181.0886,0.0000,0.0000
10 Aug 2024 05:45:18.000,0,5,"Satellite/LEOSAT6/Transmitter/LEO_Transmitter",15.000,30.1291,43.178,283.835,4.314,500.964554,0.000,0.000,15.000,-126.788,0.0000,1.000000,169.9657,1.0000,-80.840771,-25.9470,0.000,0.0000,169.9657,0.0000,0.0000
10 Aug 2024 05:46:18.000,0,2,"Satellite/LEOSAT3/Transmitter/LEO_Transmitter",15.000,0.5550,13.604,256.057,66.681,1832.580977,0.000,0.000,15.000,-167.628,0.0000,1.000000,181.2309,0.9999,-121.672041,14.8925,0.000,0.0000,181.2309,0.0000,0.0000
10 Aug 2024 05:46:18.000,0,5,"Satellite/LEOSAT6/Transmitter/LEO_Transmitter",15.000,5.1291,18.178,188.307,38.041,650.134881,0.000,0.000,15.000,-154.053,0.0000,1.000000,172.2297,0.9997,-108.074874,1.3181,0.000,0.0000,172.2297,0.0000,0.0000
10 Aug 2024 05:47:18.000,0,2,"Satellite/LEOSAT3/Transmitter/LEO_Transmitter",15.000,0.4805,13.529,243.737,67.140,1951.718173,0.000,0.000,15.000,-168.250,0.0000,1.000000,181.7780,0.9998,-122.284194,15.5145,0.000,0.0000,181.7780,0.0000,0.0000
10 Aug 2024 05:47:18.000,0,5,"Satellite/LEOSAT6/Transmitter/LEO_Transmitter",15.000,2.5255,15.574,185.651,55.614,974.421457,0.000,0.000,15.000,-160.172,0.0000,1.000000,175.7445,0.9996,-114.182812,7.4370,0.000,0.0000,175.7445,0.0000,0.0000
10 Aug 2024 05:48:18.000,0,2,"Satellite/LEOSAT3/Transmitter/LEO_Transmitter",15.000,0.3988,13.447,233.375,67.647,2145.115348,0.000,0.000,15.000,-169.152,0.0000,1.000000,182.5986,0.9998,-123.179207,16.4172,0.000,0.0000,182.5986,0.0000,0.0000
10 Aug 2024 05:48:18.000,0,5,"Satellite/LEOSAT6/Transmitter/LEO_Transmitter",15.000,1.1736,14.222,184.784,62.988,1352.505890,0.000,0.000,15.000,-164.372,0.0000,1.000000,178.5924,0.9996,-118.379246,11.6369,0.000,0.0000,178.5924,0.0000,0.0000
10 Aug 2024 05:49:18.000,0,2,"Satellite/LEOSAT3/Transmitter/LEO_Transmitter",15.000,0.3469,13.395,225.081,67.971,2394.310096,0.000,0.000,15.000,-170.159,0.0000,1.000000,183.5532,0.9997,-124.180330,17.4238,0.000,0.0000,183.5532,0.0000,0.0000
10 Aug 2024 05:49:18.000,0,5,"Satellite/LEOSAT6/Transmitter/LEO_Transmitter",15.000,0.6213,13.670,184.363,66.275,1748.827082,0.000,0.000,15.000,-167.156,0.0000,1.000000,180.8245,0.9996,-121.162513,14.4214,0.000,0.0000,180.8245,0.0000,0.0000
10 Aug 2024 05:50:18.000,0,5,"Satellite/LEOSAT6/Transmitter/LEO_Transmitter",15.000,0.3966,13.445,184.123,67.661,2152.169072,0.000,0.000,15.000,-169.184,0.0000,1.000000,182.6271,0.9996,-123.189307,16.4487,0.000,0.0000,182.6271,0.0000,0.0000
10 Aug 2024 05:51:18.000,0,5,"Satellite/LEOSAT6/Transmitter/LEO_Transmitter",15.000,0.3374,13.386,183.974,68.031,2557.954010,0.000,0.000,15.000,-170.743,0.0000,1.000000,184.1275,0.9996,-124.748700,18.0082,0.000,0.0000,184.1275,0.0000,0.0000
10 Aug 2024 07:18:08.000,0,2,"Satellite/LEOSAT3/Transmitter/LEO_Transmitter",15.000,0.3374,13.386,7.290,68.031,2564.179824,0.000,0.000,15.000,-170.764,0.0000,1.000000,184.1486,0.9996,-124.770593,18.0292,0.000,0.0000,184.1486,0.0000,0.0000
10 Aug 2024 07:19:08.000,0,2,"Satellite/LEOSAT3/Transmitter/LEO_Transmitter",15.000,0.3924,13.441,9.270,67.687,2166.066278,0.000,0.000,15.000,-169.244,0.0000,1.000000,182.6830,0.9996,-123.250476,16.5087,0.000,0.0000,182.6830,0.0000,0.0000
10 Aug 2024 07:20:08.000,0,2,"Satellite/LEOSAT3/Transmitter/LEO_Transmitter",15.000,0.6001,13.649,12.212,66.404,1773.882374,0.000,0.000,15.000,-167.301,0.0000,1.000000,180.9481,0.9996,-121.308779,14.5659,0.000,0.0000,180.9481,0.0000,0.0000
10 Aug 2024 07:21:08.000,0,2,"Satellite/LEOSAT3/Transmitter/LEO_Transmitter",15.000,1.0885,14.137,16.999,63.484,1394.848641,0.000,0.000,15.000,-164.725,0.0000,1.000000,178.8602,0.9996,-118.734609,11.9895,0.000,0.0000,178.8602,0.0000,0.0000
10 Aug 2024 07:21:08.000,0,5,"Satellite/LEOSAT6/Transmitter/LEO_Transmitter",15.000,0.3377,13.386,299.580,68.029,2535.753175,0.000,0.000,15.000,-170.666,0.0000,1.000000,184.0517,0.9998,-124.698257,17.9310,0.000,0.0000,184.0517,0.0000,0.0000
10 Aug 2024 07:22:08.000,0,2,"Satellite/LEOSAT3/Transmitter/LEO_Transmitter",15.000,2.1505,15.199,25.929,57.568,1045.657794,0.000,0.000,15.000,-161.160,0.0000,1.000000,176.3574,0.9997,-115.174945,8.4245,0.000,0.0000,176.3574,0.0000,0.0000
10 Aug 2024 07:22:08.000,0,5,"Satellite/LEOSAT6/Transmitter/LEO_Transmitter",15.000,0.3483,13.397,290.737,67.963,2382.198952,0.000,0.000,15.000,-170.113,0.0000,1.000000,183.5092,0.9999,-124.151696,17.3776,0.000,0.0000,183.5092,0.0000,0.0000
10 Aug 2024 07:23:08.000,0,2,"Satellite/LEOSAT3/Transmitter/LEO_Transmitter",15.000,4.3315,17.380,46.155,47.092,770.288212,0.000,0.000,15.000,-156.324,0.0000,1.000000,173.7027,0.9998,-110.352239,3.5883,0.000,0.0000,173.7027,0.0000,0.0000
10 Aug 2024 07:23:08.000,0,5,"Satellite/LEOSAT6/Transmitter/LEO_Transmitter",15.000,0.3621,13.411,280.876,67.876,2291.953852,0.000,0.000,15.000,-169.763,0.0000,1.000000,183.1737,0.9999,-123.810178,17.0281,0.000,0.0000,183.1737,0.0000,0.0000
10 Aug 2024 07:24:08.000,0,2,"Satellite/LEOSAT3/Transmitter/LEO_Transmitter",15.000,5.1291,18.178,91.803,39.800,668.789235,0.000,0.000,15.000,-154.298,0.0000,1.000000,172.4754,1.0000,-108.348480,1.5626,0.000,0.0000,172.4754,0.0000,0.0000
10 Aug 2024 07:24:08.000,0,5,"Satellite/LEOSAT6/Transmitter/LEO_Transmitter",15.000,0.3659,13.414,270.509,67.853,2272.762460,0.000,0.000,15.000,-169.686,0.0000,1.000000,183.1007,1.0000,-123.737717,16.9512,0.000,0.0000,183.1007,0.0000,0.0000
10 Aug 2024 07:25:08.000,0,2,"Satellite/LEOSAT3/Transmitter/LEO_Transmitter",15.000,3.8537,16.902,132.928,49.210,809.686772,0.000,0.000,15.000,-157.235,0.0000,1.000000,174.1359,0.9998,-111.260065,4.4995,0.000,0.0000,174.1359,0.0000,0.0000
10 Aug 2024 07:25:08.000,0,5,"Satellite/LEOSAT6/Transmitter/LEO_Transmitter",15.000,0.3561,13.405,260.322,67.914,2326.275817,0.000,0.000,15.000,-169.899,0.0000,1.000000,183.3028,0.9999,-123.941502,17.1633,0.000,0.0000,183.3028,0.0000,0.0000
10 Aug 2024 07:26:08.000,0,2,"Satellite/LEOSAT3/Transmitter/LEO_Transmitter",15.000,1.9011,14.950,150.179,58.906,1103.277803,0.000,0.000,15.000,-161.875,0.0000,1.000000,176.8233,0.9997,-115.889032,9.1399,0.000,0.0000,176.8233,0.0000,0.0000
10 Aug 2024 07:26:08.000,0,5,"Satellite/LEOSAT6/Transmitter/LEO_Transmitter",15.000,0.3420,13.391,250.938,68.002,2447.349601,0.000,0.000,15.000,-170.354,0.0000,1.000000,183.7435,0.9999,-124.389194,17.6184,0.000,0.0000,183.7435,0.0000,0.0000
10 Aug 2024 07:27:08.000,0,2,"Satellite/LEOSAT3/Transmitter/LEO_Transmitter",15.000,0.9738,14.022,158.059,64.158,1459.337452,0.000,0.000,15.000,-165.232,0.0000,1.000000,179.2527,0.9996,-119.241419,12.4968,0.000,0.0000,179.2527,0.0000,0.0000
10 Aug 2024 07:28:08.000,0,2,"Satellite/LEOSAT3/Transmitter/LEO_Transmitter",15.000,0.5491,13.598,162.387,66.717,1840.921601,0.000,0.000,15.000,-167.674,0.0000,1.000000,181.2703,0.9996,-121.681837,14.9392,0.000,0.0000,181.2703,0.0000,0.0000
10 Aug 2024 07:29:08.000,0,2,"Satellite/LEOSAT3/Transmitter/LEO_Transmitter",15.000,0.3744,13.423,165.077,67.800,2233.798009,0.000,0.000,15.000,-169.529,0.0000,1.000000,182.9505,0.9996,-123.535901,16.7941,0.000,0.0000,182.9505,0.0000,0.0000
10 Aug 2024 09:02:14.000,0,2,"Satellite/LEOSAT3/Transmitter/LEO_Transmitter",15.000,0.3373,13.386,80.096,68.031,2574.908830,0.000,0.000,15.000,-170.799,0.0000,1.000000,184.1848,1.0000,-124.846642,18.0638,0.000,0.0000,184.1848,0.0000,0.0000
10 Aug 2024 09:03:14.000,0,2,"Satellite/LEOSAT3/Transmitter/LEO_Transmitter",15.000,0.3374,13.386,89.091,68.031,2555.869708,0.000,0.000,15.000,-170.734,0.0000,1.000000,184.1204,1.0000,-124.786387,17.9991,0.000,0.0000,184.1204,0.0000,0.0000
10 Aug 2024 10:05:46.000,0,0,"Satellite/LEOSAT1/Transmitter/LEO_Transmitter",15.000,0.3373,13.386,29.018,68.031,2571.508915,0.000,0.000,15.000,-170.789,0.0000,1.000000,184.1734,0.9996,-124.799569,18.0536,0.000,0.0000,184.1734,0.0000,0.0000
10 Aug 2024 10:06:46.000,0,0,"Satellite/LEOSAT1/Transmitter/LEO_Transmitter",15.000,0.3788,13.427,33.653,67.772,2215.541412,0.000,0.000,15.000,-169.453,0.0000,1.000000,182.8792,0.9997,-123.465760,16.7179,0.000,0.0000,182.8792,0.0000,0.0000
10 Aug 2024 10:07:46.000,0,0,"Satellite/LEOSAT1/Transmitter/LEO_Transmitter",15.000,0.5223,13.571,40.184,66.882,1880.916333,0.000,0.000,15.000,-167.888,0.0000,1.000000,181.4570,0.9997,-121.903289,15.1521,0.000,0.0000,181.4570,0.0000,0.0000
10 Aug 2024 10:08:46.000,0,0,"Satellite/LEOSAT1/Transmitter/LEO_Transmitter",15.000,0.7952,13.844,49.674,65.222,1583.145764,0.000,0.000,15.000,-166.117,0.0000,1.000000,179.9600,0.9997,-120.138841,13.3820,0.000,0.0000,179.9600,0.0000,0.0000
10 Aug 2024 10:09:46.000,0,0,"Satellite/LEOSAT1/Transmitter/LEO_Transmitter",15.000,1.1819,14.230,63.571,62.940,1348.623068,0.000,0.000,15.000,-164.338,0.0000,1.000000,178.5674,0.9998,-118.368775,11.6024,0.000,0.0000,178.5674,0.0000,0.0000
10 Aug 2024 10:09:46.000,0,3,"Satellite/LEOSAT4/Transmitter/LEO_Transmitter",15.000,0.3378,13.386,339.867,68.029,2534.006742,0.000,0.000,15.000,-170.661,0.0000,1.000000,184.0458,0.9996,-124.668737,17.9257,0.000,0.0000,184.0458,0.0000,0.0000
10 Aug 2024 10:10:46.000,0,0,"Satellite/LEOSAT1/Transmitter/LEO_Transmitter",15.000,1.5151,14.564,82.639,61.038,1215.892734,0.000,0.000,15.000,-163.104,0.0000,1.000000,177.6675,0.9999,-117.149570,10.3687,0.000,0.0000,177.6675,0.0000,0.0000
10 Aug 2024 10:10:46.000,0,3,"Satellite/LEOSAT4/Transmitter/LEO_Transmitter",15.000,0.3973,13.446,336.664,67.657,2149.899781,0.000,0.000,15.000,-169.174,0.0000,1.000000,182.6180,0.9996,-123.182356,16.4383,0.000,0.0000,182.6180,0.0000,0.0000
10 Aug 2024 10:11:46.000,0,0,"Satellite/LEOSAT1/Transmitter/LEO_Transmitter",15.000,1.5047,14.553,104.261,61.096,1219.432181,0.000,0.000,15.000,-163.140,0.0000,1.000000,177.6928,0.9999,-117.184415,10.4044,0.000,0.0000,177.6928,0.0000,0.0000
10 Aug 2024 10:11:46.000,0,3,"Satellite/LEOSAT4/Transmitter/LEO_Transmitter",15.000,0.5972,13.646,331.933,66.423,1777.523174,0.000,0.000,15.000,-167.322,0.0000,1.000000,180.9659,0.9996,-121.332292,14.5863,0.000,0.0000,180.9659,0.0000,0.0000
10 Aug 2024 10:12:46.000,0,0,"Satellite/LEOSAT1/Transmitter/LEO_Transmitter",15.000,1.1614,14.210,123.119,63.059,1358.326175,0.000,0.000,15.000,-164.421,0.0000,1.000000,178.6297,0.9998,-118.450879,11.6851,0.000,0.0000,178.6297,0.0000,0.0000
10 Aug 2024 10:12:46.000,0,3,"Satellite/LEOSAT4/Transmitter/LEO_Transmitter",15.000,1.0269,14.075,324.454,63.845,1428.288185,0.000,0.000,15.000,-164.992,0.0000,1.000000,179.0659,0.9997,-119.006180,12.2564,0.000,0.0000,179.0659,0.0000,0.0000
10 Aug 2024 10:13:46.000,0,0,"Satellite/LEOSAT1/Transmitter/LEO_Transmitter",15.000,0.7777,13.826,136.796,65.327,1597.335976,0.000,0.000,15.000,-166.213,0.0000,1.000000,180.0375,0.9997,-120.233434,13.4770,0.000,0.0000,180.0375,0.0000,0.0000
10 Aug 2024 10:13:46.000,0,3,"Satellite/LEOSAT4/Transmitter/LEO_Transmitter",15.000,1.8130,14.862,311.655,59.386,1126.134975,0.000,0.000,15.000,-162.141,0.0000,1.000000,177.0014,0.9997,-116.163177,9.4055,0.000,0.0000,177.0014,0.0000,0.0000
10 Aug 2024 10:14:46.000,0,0,"Satellite/LEOSAT1/Transmitter/LEO_Transmitter",15.000,0.5113,13.560,146.143,66.950,1898.386473,0.000,0.000,15.000,-167.979,0.0000,1.000000,181.5373,0.9997,-121.994225,15.2434,0.000,0.0000,181.5373,0.0000,0.0000
10 Aug 2024 10:14:46.000,0,3,"Satellite/LEOSAT4/Transmitter/LEO_Transmitter",15.000,2.8729,15.921,289.017,53.862,920.617863,0.000,0.000,15.000,-159.330,0.0000,1.000000,175.2512,0.9999,-113.368097,6.5948,0.000,0.0000,175.2512,0.0000,0.0000
10 Aug 2024 10:15:46.000,0,0,"Satellite/LEOSAT1/Transmitter/LEO_Transmitter",15.000,0.3739,13.422,152.599,67.802,2235.701546,0.000,0.000,15.000,-169.537,0.0000,1.000000,182.9579,0.9997,-123.549040,16.8015,0.000,0.0000,182.9579,0.0000,0.0000
10 Aug 2024 10:15:46.000,0,3,"Satellite/LEOSAT4/Transmitter/LEO_Transmitter",15.000,3.1569,16.205,256.719,52.472,883.213307,0.000,0.000,15.000,-158.686,0.0000,1.000000,174.8909,0.9999,-112.731905,5.9503,0.000,0.0000,174.8909,0.0000,0.0000
10 Aug 2024 10:16:46.000,0,3,"Satellite/LEOSAT4/Transmitter/LEO_Transmitter",15.000,2.2131,15.262,229.519,57.237,1032.617792,0.000,0.000,15.000,-160.988,0.0000,1.000000,176.2484,0.9998,-115.014697,8.2522,0.000,0.0000,176.2484,0.0000,0.0000
10 Aug 2024 10:17:46.000,0,3,"Satellite/LEOSAT4/Transmitter/LEO_Transmitter",15.000,1.2777,14.326,213.535,62.387,1305.880296,0.000,0.000,15.000,-163.963,0.0000,1.000000,178.2877,0.9997,-117.979402,11.2273,0.000,0.0000,178.2877,0.0000,0.0000
10 Aug 2024 10:18:46.000,0,3,"Satellite/LEOSAT4/Transmitter/LEO_Transmitter",15.000,0.7265,13.775,204.412,65.636,1641.577954,0.000,0.000,15.000,-166.501,0.0000,1.000000,180.2748,0.9996,-120.512941,13.7659,0.000,0.0000,180.2748,0.0000,0.0000
10 Aug 2024 10:19:46.000,0,3,"Satellite/LEOSAT4/Transmitter/LEO_Transmitter",15.000,0.4524,13.501,198.795,67.314,2007.701924,0.000,0.000,15.000,-168.524,0.0000,1.000000,182.0236,0.9996,-122.533366,15.7888,0.000,0.0000,182.0236,0.0000,0.0000
10 Aug 2024 10:20:46.000,0,3,"Satellite/LEOSAT4/Transmitter/LEO_Transmitter",15.000,0.3475,13.396,195.063,67.968,2389.219125,0.000,0.000,15.000,-170.140,0.0000,1.000000,183.5347,0.9996,-124.148141,17.4049,0.000,0.0000,183.5347,0.0000,0.0000
10 Aug 2024 11:44:20.000,0,0,"Satellite/LEOSAT1/Transmitter/LEO_Transmitter",15.000,0.3373,13.386,337.366,68.031,2574.408053,0.000,0.000,15.000,-170.799,0.0000,1.000000,184.1832,0.9996,-124.808965,18.0633,0.000,0.0000,184.1832,0.0000,0.0000
10 Aug 2024 11:45:20.000,0,0,"Satellite/LEOSAT1/Transmitter/LEO_Transmitter",15.000,0.3789,13.427,332.715,67.771,2215.089160,0.000,0.000,15.000,-169.451,0.0000,1.000000,182.8774,0.9996,-123.463500,16.7159,0.000,0.0000,182.8774,0.0000,0.0000
10 Aug 2024 11:46:20.000,0,0,"Satellite/LEOSAT1/Transmitter/LEO_Transmitter",15.000,0.5246,13.573,326.168,66.868,1877.277283,0.000,0.000,15.000,-167.868,0.0000,1.000000,181.4402,0.9997,-121.883773,15.1328,0.000,0.0000,181.4402,0.0000,0.0000
10 Aug 2024 11:47:20.000,0,0,"Satellite/LEOSAT1/Transmitter/LEO_Transmitter",15.000,0.8035,13.852,316.644,65.172,1576.545788,0.000,0.000,15.000,-166.073,0.0000,1.000000,179.9237,0.9997,-120.093903,13.3373,0.000,0.0000,179.9237,0.0000,0.0000
10 Aug 2024 11:48:20.000,0,0,"Satellite/LEOSAT1/Transmitter/LEO_Transmitter",15.000,1.2014,14.250,302.647,62.827,1339.571726,0.000,0.000,15.000,-164.260,0.0000,1.000000,178.5089,0.9998,-118.290568,11.5242,0.000,0.0000,178.5089,0.0000,0.0000
10 Aug 2024 11:49:20.000,0,0,"Satellite/LEOSAT1/Transmitter/LEO_Transmitter",15.000,1.5458,14.594,283.356,60.865,1205.594183,0.000,0.000,15.000,-163.000,0.0000,1.000000,177.5936,0.9999,-117.044910,10.2640,0.000,0.0000,177.5936,0.0000,0.0000
10 Aug 2024 11:49:20.000,0,3,"Satellite/LEOSAT4/Transmitter/LEO_Transmitter",15.000,0.3395,13.388,33.568,68.018,2487.440044,0.000,0.000,15.000,-170.498,0.0000,1.000000,183.8847,0.9997,-124.512987,17.7625,0.000,0.0000,183.8847,0.0000,0.0000
10 Aug 2024 11:50:20.000,0,0,"Satellite/LEOSAT1/Transmitter/LEO_Transmitter",15.000,1.5333,14.582,261.466,60.935,1209.747663,0.000,0.000,15.000,-163.042,0.0000,1.000000,177.6235,0.9999,-117.086368,10.3064,0.000,0.0000,177.6235,0.0000,0.0000
10 Aug 2024 11:50:20.000,0,3,"Satellite/LEOSAT4/Transmitter/LEO_Transmitter",15.000,0.3897,13.438,40.064,67.704,2175.255603,0.000,0.000,15.000,-169.283,0.0000,1.000000,182.7198,0.9997,-123.301348,16.5473,0.000,0.0000,182.7198,0.0000,0.0000
10 Aug 2024 11:51:20.000,0,0,"Satellite/LEOSAT1/Transmitter/LEO_Transmitter",15.000,1.1777,14.226,242.472,62.964,1350.586465,0.000,0.000,15.000,-164.355,0.0000,1.000000,178.5801,0.9998,-118.384734,11.6191,0.000,0.0000,178.5801,0.0000,0.0000
10 Aug 2024 11:51:20.000,0,3,"Satellite/LEOSAT4/Transmitter/LEO_Transmitter",15.000,0.5098,13.558,48.763,66.959,1900.857937,0.000,0.000,15.000,-167.991,0.0000,1.000000,181.5486,0.9998,-122.015357,15.2558,0.000,0.0000,181.5486,0.0000,0.0000
10 Aug 2024 11:52:20.000,0,0,"Satellite/LEOSAT1/Transmitter/LEO_Transmitter",15.000,0.7846,13.833,228.801,65.286,1591.647041,0.000,0.000,15.000,-166.175,0.0000,1.000000,180.0065,0.9997,-120.195281,13.4390,0.000,0.0000,180.0065,0.0000,0.0000
10 Aug 2024 11:52:20.000,0,3,"Satellite/LEOSAT4/Transmitter/LEO_Transmitter",15.000,0.6818,13.730,60.299,65.907,1684.018178,0.000,0.000,15.000,-166.767,0.0000,1.000000,180.4965,0.9998,-120.799175,14.0313,0.000,0.0000,180.4965,0.0000,0.0000
10 Aug 2024 11:53:20.000,0,0,"Satellite/LEOSAT1/Transmitter/LEO_Transmitter",15.000,0.5139,13.562,219.519,66.934,1894.184360,0.000,0.000,15.000,-167.957,0.0000,1.000000,181.5181,0.9997,-121.972251,15.2214,0.000,0.0000,181.5181,0.0000,0.0000
